1498	1498	1.6899192032667881e+03	8.7018448003585398e+00
1498	1574	-8.8164021865383438e+02	2.1261246259673592e+00
1498	1499	8.7950904016024003e+02	5.0538676269429594e-03
1574	1498	-8.8164021865383438e+02	2.1261246259673592e+00
1574	1574	1.6653291670692247e+03	8.8182581753023950e+00
1574	1499	-8.7956432128456731e+02	5.0227256700338618e-02
1499	1498	8.7950904016024003e+02	5.0538676269429594e-03
1499	1574	-8.7956432128456731e+02	5.0227256700338618e-02
1499	1499	1.7539907182291045e+03	4.4338039417981339e+00
1966	1966	1.5661665599051280e+03	4.9122703906092537e+00
1966	1900	-8.7531320560650158e+02	7.5314720578152361e-02
1966	1980	-8.7523927245927700e+02	1.3815733536963748e-03
1900	1966	-8.7531320560650158e+02	7.5314720578152361e-02
1900	1900	2.0088417649108046e+03	8.0469708494736860e+00
1900	1980	8.7731774378481794e+02	-2.0798528988947296e+00
1980	1966	-8.7523927245927700e+02	1.3815733536963748e-03
1980	1900	8.7731774378481794e+02	-2.0798528988947296e+00
1980	1980	1.7417701441653405e+03	8.7056558751868707e+00
1900	1816	1.1436672458729797e+03	-2.0164009986243858e+00
1900	1818	-1.1411863527113674e+03	-4.6449216298794532e-01
1816	1900	1.1436672458729797e+03	-2.0164009986243858e+00
1816	1816	2.2626718359070669e+03	9.3653752692493555e+00
1816	1818	-1.1422822812402567e+03	6.3143636590136143e-01
1818	1900	-1.1411863527113674e+03	-4.6449216298794532e-01
1818	1816	-1.1422822812402567e+03	6.3143636590136143e-01
1818	1818	1.9337903119944094e+03	6.1565655748264012e+00
1650	1650	2.3597952290606704e+03	6.6346577355413450e+00
1650	1730	-1.1396588578241590e+03	-5.0682548036477693e-01
1650	1651	-1.1423138847549394e+03	2.1482014504154647e+00
1730	1650	-1.1396588578241590e+03	-5.0682548036477693e-01
1730	1730	1.9737847713055712e+03	6.0965759419373313e+00
1730	1651	1.1407477501874723e+03	-5.8206688294860975e-01
1651	1650	-1.1423138847549394e+03	2.1482014504154647e+00
1651	1730	1.1407477501874723e+03	-5.8206688294860975e-01
1651	1651	2.2639611860576729e+03	9.4363682329902439e+00
1816	1797	-1.1319187122738299e+03	1.5323459718693297e+00
1816	1729	1.1313095176648308e+03	-9.2315136287034916e-01
1797	1816	-1.1319187122738299e+03	1.5323459718693297e+00
1797	1797	1.9982312160265017e+03	6.8142717042339838e+00
1797	1729	-1.1300095643356667e+03	-3.7680196629359114e-01
1729	1816	1.1313095176648308e+03	-9.2315136287034916e-01
1729	1797	-1.1300095643356667e+03	-3.7680196629359114e-01
1729	1729	1.9924223382357038e+03	5.6017851253450326e+00
1651	1649	-1.1342274968037582e+03	9.9562581761540159e-01
1651	1564	1.1346559572254125e+03	-1.4240862392698816e+00
1649	1651	-1.1342274968037582e+03	9.9562581761540159e-01
1649	1649	1.9950891783218215e+03	5.7804497234097134e+00
1649	1564	-1.1328751039189988e+03	-3.5676706714370654e-01
1564	1651	1.1346559572254125e+03	-1.4240862392698816e+00
1564	1649	-1.1328751039189988e+03	-3.5676706714370654e-01
1564	1564	2.0275259842223386e+03	6.7655652110761944e+00
1649	1729	-8.6794471726956351e+02	3.0696021047367872e-01
1649	1648	8.6849330078746436e+02	-8.5554372837442449e-01
1729	1649	-8.6794471726956351e+02	3.0696021047367872e-01
1729	1648	-8.6839139516459011e+02	7.5363810550021104e-01
1648	1649	8.6849330078746436e+02	-8.5554372837442449e-01
1648	1729	-8.6839139516459011e+02	7.5363810550021104e-01
1648	1648	1.7329954643087094e+03	7.7960496444560992e+00
1797	1881	-8.7493267405894801e+02	2.7355263017133380e-01
1797	1796	-8.7599801064808128e+02	1.3388892193046473e+00
1881	1797	-8.7493267405894801e+02	2.7355263017133380e-01
1881	1881	1.5524744806199669e+03	5.7541200251712343e+00
1881	1796	8.7501427006003712e+02	-3.5514863126020735e-01
1796	1797	-8.7599801064808128e+02	1.3388892193046473e+00
1796	1881	8.7501427006003712e+02	-3.5514863126020735e-01
1796	1796	1.7399260399096854e+03	7.9650461542770792e+00
1563	1563	1.7413976561386160e+03	4.4390350076111451e+00
1563	1631	-8.7275548712460341e+02	7.2552872452676803e-02
1563	1547	-8.7266147347444485e+02	-2.1460777705884254e-02
1631	1563	-8.7275548712460341e+02	7.2552872452676803e-02
1631	1631	1.7364441626882137e+03	8.7505051857040144e+00
1631	1547	8.7480064009557839e+02	-2.1177058434277227e+00
1547	1563	-8.7266147347444485e+02	-2.1460777705884254e-02
1547	1631	8.7480064009557839e+02	-2.1177058434277227e+00
1547	1547	1.7362514782500709e+03	8.5353439484557807e+00
1229	1229	1.5065172539289174e+03	7.1130090231514664e+00
1229	1314	8.7451913867923520e+02	7.7091486160166811e-01
1229	1313	-8.7741752167576249e+02	2.1274681349254618e+00
1314	1229	8.7451913867923520e+02	7.7091486160166811e-01
1314	1314	1.6945029320629067e+03	4.7320298455280847e+00
1314	1313	-8.7621338492888185e+02	9.2333138804481474e-01
1313	1229	-8.7741752167576249e+02	2.1274681349254618e+00
1313	1314	-8.7621338492888185e+02	9.2333138804481474e-01
1313	1313	2.1629539968189247e+03	8.9489039431839714e+00
1483	1483	2.2262601961715791e+03	8.3598990194622935e+00
1483	1562	-1.2723043527704210e+03	5.1020702961584075e-01
1483	1484	1.2729821531138721e+03	-1.1880073730670084e+00
1562	1483	-1.2723043527704210e+03	5.1020702961584075e-01
