1917	
	(-0.2448026469,0)	(-0.09083125173,0)	(-0.2588406935,0)	(-2.449814544,0)	(3.733097595,0)
	(0.3117185639,0)	(-1.08019103,0)	(-42.46818076,0)	(55.5243666,0)	(-9.530012166,0)
	(-33.62939061,0)	(1.033841575,0)	(-1.422476615,0)	(30.46961852,0)	(-60.50666175,0)
	(9.283228331,0)	(-8.589365462,0)	(-0.2387784899,0)	(-0.3377675116,0)	(-0.5916650761,0)
	(0.1648206829,0)	(-0.369629135,0)	(0.1940877656,0)	(-0.2324038064,0)	(-0.6141177659,0)
	(0.3827286409,0)	(-0.2308115171,0)	(0.3801529509,0)	(-0.6337945447,0)	(0.07936332178,0)
	(-0.4267161194,0)	(-0.3914145671,0)	(-0.0220146866,0)	(0.1977101715,0)	(-0.1090333112,0)
	(-0.2541939366,0)	(-3.576226926,0)	(-0.4065294977,0)	(1.481066893,0)	(1.602717628,0)
	(-49.24500555,0)	(-25.92528156,0)	(-23.72788341,0)	(24.71625791,0)	(15.93510607,0)
	(-12.55351759,0)	(-9.087989066,0)	(-1.099466474,0)	(4.070572363,0)	(4.209221444,0)
	(0.07292616891,0)	(0.1250751611,0)	(-0.233173182,0)	(-0.14697182,0)	(0.2967874612,0)
	(0.3069999793,0)	(-0.6272350855,0)	(-0.5410334366,0)	(0.1687906084,0)	(-0.1227452129,0)
	(0.2146617498,0)	(-0.08723218003,0)	(-0.1087745611,0)	(-0.3782754501,0)	(-0.338118938,0)
	(-0.1293990727,0)	(-0.3734720775,0)	(-0.1395899629,0)	(-0.2780135918,0)	(-0.400068942,0)
	(-0.065982246,0)	(2.188853112,0)	(-3.217168091,0)	(0.418972909,0)	(-0.6244239292,0)
	(5.743907094,0)	(-2.067384346,0)	(-1.710471581,0)	(-40.94939087,0)	(48.26340918,0)
	(30.4170341,0)	(-58.73292539,0)	(7.986301555,0)	(7.950090291,0)	(-1.383215462,0)
	(-0.2856399785,0)	(-0.2933341959,0)	(-0.4076448334,0)	(-0.121666554,0)	(0.291213902,0)
	(0.190411886,0)	(0.3309727359,0)	(-0.8217696305,0)	(0.3365476074,0)	(-0.6611071093,0)
	(-0.7445125778,0)	(-0.3409682678,0)	(-0.1324969441,0)	(0.2348925312,0)	(-0.09282983298,0)
	(-0.3667694378,0)	(-0.2025163069,0)	(-4.025780715,0)	(-1.957421822,0)	(-1.446593947,0)
	(-21.75878033,0)	(30.44887275,0)	(15.29975351,0)	(-12.7525849,0)	(7.635627675,0)
	(-2.098045227,0)	(-0.1969002157,0)	(-3.051227407,0)	(4.697568695,0)	(0.07918710006,0)
	(-0.11594571,0)	(-0.2867191397,0)	(0.3384986531,0)	(-0.06234606873,0)	(-0.3578287315,0)
	(-0.4812338862,0)	(-0.02040348698,0)	(-0.02912403605,0)	(0.334899592,0)	(-0.2158926869,0)
	(-0.4033016609,0)	(-0.02124136153,0)	(-0.4468896363,0)	(0.2118180069,0)	(-0.4569431556,0)
	(-0.6202787296,0)	(2.179713326,0)	(0.8714693104,0)	(-0.3564587591,0)	(0.5069845876,0)
	(-0.9078705094,0)	(-1.025451587,0)	(-14.76828454,0)	(-16.73955124,0)	(29.51869537,0)
	(32.90856683,0)	(-53.83716061,0)	(-27.26501258,0)	(41.22950987,0)	(-6.454183026,0)
	(9.287630039,0)	(-2.447786974,0)	(-0.2471366334,0)	(-0.001941411671,0)	(0.2481784418,0)
	(-0.4621280653,0)	(-0.3107870901,0)	(-0.8725436915,0)	(0.2158339416,0)	(-0.5483828746,0)
	(-0.9868327657,0)	(-0.6937605419,0)	(-0.8484282186,0)	(-0.1151047096,0)	(-0.4221092403,0)
	(-0.405398387,0)	(-0.3194254116,0)	(-0.2246687026,0)	(-0.4335984702,0)	(-0.1829855811,0)
	(0.3387141435,0)	(-1.647031789,0)	(1.242998345,0)	(1.423824287,0)	(14.61919672,0)
	(-11.52688941,0)	(-26.9750898,0)	(-9.146345057,0)	(2.478291473,0)	(2.558715129,0)
	(-6.078876846,0)	(0.2494725331,0)	(0.5568962227,0)	(32.05506917,0)	(-50.5662333,0)
	(-0.2600412848,0)	(0.09171604477,0)	(-0.3639098275,0)	(0.3578137811,0)	(-0.3733070618,0)
	(-0.08438234514,0)	(-0.1661114235,0)	(-0.4071481448,0)	(0.196829471,0)	(0.1731071015,0)
	(-1.312793795,0)	(-0.7666072282,0)	(-0.4744563964,0)	(-0.05264649926,0)	(-1.015229386,0)
	(-0.4664871509,0)	(-0.1848570528,0)	(-0.8009806768,0)	(-0.6166961143,0)	(2.221829757,0)
	(3.390451353,0)	(-0.08335467301,0)	(0.4750168922,0)	(-0.5211920951,0)	(5.024915,0)
	(25.09203387,0)	(-18.2419739,0)	(40.60199611,0)	(-26.92136063,0)	(-7.175770032,0)
	(8.610208714,0)	(-4.188354365,0)	(-28.77140919,0)	(-45.76077258,0)	(-0.2052910568,0)
	(-0.3520296085,0)	(0.1127094379,0)	(-0.4831257818,0)	(-0.6412308333,0)	(-0.5416699982,0)
	(-0.3977885929,0)	(-0.06659916098,0)	(-0.5047541803,0)	(-1.57106304,0)	(-0.3922674082,0)
	(-0.293225013,0)	(-0.6160538683,0)	(-0.8874360387,0)	(-0.0721083882,0)	(-0.36862861,0)
	(-0.444762531,0)	(-0.3254927395,0)	(-0.2791255209,0)	(-0.3814257994,0)	(-0.1636926015,0)
	(-0.2633486984,0)	(1.23281443,0)	(1.581059998,0)	(-10.1083012,0)	(14.62652592,0)
	(3.37670465,0)	(4.952780018,0)	(0.7470433423,0)	(0.592711628,0)	(6.043197932,0)
	(20.73041755,0)	(-0.2980573112,0)	(0.446690551,0)	(-0.3244004856,0)	(-0.5248185518,0)
	(-0.554185387,0)	(-0.5820826463,0)	(-1.081964559,0)	(-0.4724851633,0)	(-1.341863811,0)
	(-0.5199337561,0)	(-0.6626748023,0)	(-0.6171779303,0)	(-0.7550588715,0)	(-0.8243601704,0)
	(-0.9160180316,0)	(-0.7682760241,0)	(1.993337643,0)	(2.933340659,0)	(0.6023648756,0)
	(0.04321338571,0)	(-16.39131859,0)	(-5.961805495,0)	(50.88099855,0)	(-24.05502161,0)
	(-14.89488639,0)	(23.16030087,0)	(3.167721744,0)	(-2.481608148,0)	(4.503890912,0)
	(-52.42469468,0)	(41.25072181,0)	(-0.3630104876,0)	(0.05114021529,0)	(0.3235856533,0)
	(-0.6124553379,0)	(-0.3990464554,0)	(0.08831204842,0)	(-0.3920374618,0)	(-0.3956979594,0)
	(-1.382422927,0)	(-1.15408651,0)	(-0.5597353298,0)	(-0.6895537338,0)	(-0.9340639941,0)
	(-1.121167661,0)	(-0.3934548182,0)	(-0.5962821636,0)	(-0.9885104858,0)	(-0.5474559571,0)
	(-0.3653639684,0)	(-1.008753941,0)	(-1.036186049,0)	(2.121721225,0)	(6.876298256,0)
	(5.011143946,0)	(3.120860395,0)	(0.9658455327,0)	(8.853940389,0)	(4.970252701,0)
	(-21.95539026,0)	(22.16775541,0)	(46.85566685,0)	(-0.02143914387,0)	(-0.3829015754,0)
	(-0.3875412258,0)	(-0.1160144308,0)	(-0.5857025407,0)	(-0.2246105516,0)	(-0.3668587426,0)
	(0.03690674933,0)	(-0.2433713885,0)	(-0.475259481,0)	(-1.42356293,0)	(-2.036479681,0)
	(-1.486212815,0)	(-0.3890059527,0)	(-1.886886824,0)	(-0.3346431191,0)	(-1.680673809,0)
	(-0.9523223162,0)	(-1.627782983,0)	(-0.9019040571,0)	(0.7287238764,0)	(1.890854167,0)
	(-0.3923243915,0)	(-8.75780971,0)	(13.21152426,0)	(23.14093859,0)	(-12.30898432,0)
	(-2.728538849,0)	(0.9427094106,0)	(4.792260659,0)	(-7.611675722,0)	(-42.66819647,0)
	(-13.24394417,0)	(-0.2939716733,0)	(-0.1211072517,0)	(-0.5024461867,0)	(-0.633212296,0)
	(-0.331784983,0)	(-1.447837861,0)	(-0.07590441365,0)	(-0.7348491361,0)	(-1.375182407,0)
	(-0.7734923706,0)	(-0.9296276373,0)	(-2.563345535,0)	(-0.8888735987,0)	(-1.968077145,0)
	(-0.8523713984,0)	(-0.6684894081,0)	(0.5753589103,0)	(-0.7008247879,0)	(-1.813548539,0)
	(0.7881229008,0)	(-1.988363247,0)	(3.085327148,0)	(4.993967331,0)	(-0.9740515581,0)
	(4.406135844,0)	(7.579836647,0)	(-11.32672938,0)	(12.16375312,0)	(23.89280401,0)
	(30.63372041,0)	(-35.75848727,0)	(-0.4338444282,0)	(-0.2529930951,0)	(-0.07481475091,0)
	(-0.2286712428,0)	(0.6018430677,0)	(-0.4991361744,0)	(0.5077275908,0)	(0.1085133817,0)
	(-0.4263148053,0)	(0.03158554705,0)	(-0.593315566,0)	(-1.123955398,0)	(-0.2270436791,0)
	(-1.489020889,0)	(-0.04930175714,0)	(-0.2473770265,0)	(0.0310743527,0)	(-1.633586495,0)
	(-2.414788627,0)	(-2.08774946,0)	(-1.711797056,0)	(-1.672937411,0)	(-1.67167105,0)
	(-1.654711343,0)	(-1.273436705,0)	(-1.56425064,0)	(-1.405527185,0)	(-1.518796032,0)
	(-0.8724297272,0)	(0.5943631683,0)	(1.346809191,0)	(3.06739612,0)	(-1.357327581,0)
	(-6.494303598,0)	(12.62329561,0)	(4.934406599,0)	(1.905186385,0)	(5.649301018,0)
	(-20.22609566,0)	(17.37282633,0)	(39.22070097,0)	(-0.05757678748,0)	(-0.3284786854,0)
	(-0.6414994763,0)	(-0.4999470253,0)	(-0.6156411858,0)	(0.6124499683,0)	(0.3126242848,0)
	(-0.2782160855,0)	(-0.3703518567,0)	(0.6840052797,0)	(-0.8861410198,0)	(-1.364993738,0)
	(-1.887927975,0)	(0.3314729679,0)	(-1.366045706,0)	(-0.1121054573,0)	(-0.4680097029,0)
	(-0.1912138911,0)	(0.1423606285,0)	(-2.992613366,0)	(-2.011451758,0)	(-2.185737246,0)
	(-1.736188664,0)	(-1.520289461,0)	(0.9268653749,0)	(1.667065916,0)	(-2.279186008,0)
	(-2.589123147,0)	(1.403612132,0)	(-1.950195754,0)	(-12.89308395,0)	(-3.756459373,0)
	(-9.514599616,0)	(21.74190315,0)	(12.06563824,0)	(-31.40671731,0)	(28.55955821,0)
	(-0.5580715774,0)	(0.0501921409,0)	(-0.6195663701,0)	(-0.06142022184,0)	(-0.772204705,0)
	(-1.373090209,0)	(-1.003500876,0)	(-1.273468121,0)	(-1.213047784,0)	(-0.2129403496,0)
	(-1.656721747,0)	(0.489843262,0)	(0.107770295,0)	(-0.5959606303,0)	(-3.808486249,0)
	(-3.09327143,0)	(-1.799077576,0)	(1.091730647,0)	(-1.833170462,0)	(-2.449504318,0)
	(0.9260726674,0)	(-0.9637906558,0)	(2.096547384,0)	(4.315974265,0)	(-1.667279908,0)
	(3.694827993,0)	(7.363823769,0)	(-1.435858726,0)	(-20.18200714,0)	(-2.741071284,0)
	(-6.338401988,0)	(-29.89187044,0)	(-1.025311147,0)	(-0.5804915792,0)	(-0.1750573367,0)
	(-0.8164460223,0)	(-0.2989821384,0)	(0.9579602041,0)	(-0.7297722777,0)	(-0.8280406175,0)
	(-0.5747675016,0)	(0.3113920661,0)	(-0.9439786801,0)	(-1.796393191,0)	(0.4640152074,0)
	(0.2930416991,0)	(-2.7994425,0)	(-5.739308835,0)	(-2.653193675,0)	(-2.289527579,0)
	(-2.945271159,0)	(-1.948799257,0)	(-2.258921575,0)	(1.46046524,0)	(-0.417141036,0)
	(-3.802020726,0)	(-5.519642951,0)	(11.35677821,0)	(6.823150129,0)	(-14.53341891,0)
	(-36.03008508,0)	(21.89212598,0)	(-0.8146597553,0)	(-0.1581764585,0)	(0.05839216405,0)
	(-1.073097771,0)	(-1.229843019,0)	(-2.009526098,0)	(-1.459212056,0)	(-1.917298221,0)
	(-2.330048667,0)	(1.20624587,0)	(-1.327953698,0)	(0.159371594,0)	(-3.279580057,0)
	(-3.669126458,0)	(-0.03383303873,0)	(-2.607585066,0)	(-0.1525574764,0)	(-3.478971381,0)
	(-4.56463204,0)	(-2.556869384,0)	(-1.307367965,0)	(1.435274044,0)	(-2.500336687,0)
	(-6.039544044,0)	(3.754815442,0)	(-7.81762923,0)	(-18.29671823,0)	(11.11170786,0)
	(-25.90668525,0)	(-25.60761827,0)	(-1.44585609,0)	(-1.063764368,0)	(-0.2653865587,0)
	(-0.4413646704,0)	(-1.1456691,0)	(1.387433621,0)	(-1.111133558,0)	(-1.373607999,0)
	(-0.7132547274,0)	(0.9139149198,0)	(-3.091395946,0)	(0.1395589674,0)	(-0.4659942201,0)
	(-1.825297585,0)	(-3.55384181,0)	(-3.73755139,0)	(-5.128244028,0)	(-4.486378624,0)
	(-4.35485213,0)	(-3.465842791,0)	(2.227075332,0)	(-3.918172756,0)	(6.504209103,0)
	(-9.904782094,0)	(-12.44977226,0)	(-20.95985566,0)	(-31.96135,0)	(0.324940168,0)
	(-1.392578911,0)	(-1.999617158,0)	(-3.04299401,0)	(-2.585175553,0)	(-2.672250257,0)
	(-2.839139768,0)	(-0.7463027815,0)	(-1.797707145,0)	(-4.882966052,0)	(-8.466894428,0)
	(-5.925545828,0)	(-5.93677052,0)	(-1.879059747,0)	(2.203357283,0)	(0.4549477695,0)
	(-6.07645533,0)	(0.3091778447,0)	(-29.45044255,0)	(-0.5559880267,0)	(-1.266802771,0)
	(-1.736409098,0)	(-0.2398628957,0)	(-0.725147753,0)	(-2.102748246,0)	(-1.432294218,0)
	(-2.28768409,0)	(0.3304127731,0)	(-2.953960274,0)	(-5.082517593,0)	(-1.496303584,0)
	(-2.440561391,0)	(-1.961781946,0)	(10.19580056,0)	(-1.208952516,0)	(5.871126164,0)
	(-9.819175862,0)	(-4.274240677,0)	(-4.953453157,0)	(-3.548344404,0)	(-8.613340597,0)
	(-6.421260268,0)	(-15.85487842,0)	(-11.07555638,0)	(-22.3756143,0)	(-18.76799568,0)
	(-0.7426656685,0)	(-2.781345795,0)	(-3.406097675,0)	(-4.372027527,0)	(-3.31044454,0)
	(-6.552886176,0)	(-2.108582817,0)	(-0.4746176214,0)	(-7.020610453,0)	(-6.034350539,0)
	(11.38289879,0)	(-3.67074037,0)	(-3.362666678,0)	(-2.52535666,0)	(-4.975463939,0)
	(-8.79408598,0)	(-26.13949382,0)	(-20.24325865,0)	(-3.241657581,0)	(-0.7692631684,0)
	(-2.996195089,0)	(-1.91722605,0)	(-1.106469986,0)	(-1.746217795,0)	(-6.232943302,0)
	(-11.83890251,0)	(-2.908410962,0)	(-8.563378251,0)	(-7.202099228,0)	(-1.90302704,0)
	(-6.015434511,0)	(-7.740284391,0)	(-14.00162551,0)	(-10.18877037,0)	(-15.31673293,0)
	(-20.11688607,0)	(-5.167979314,0)	(-5.697473835,0)	(-6.832539583,0)	(-7.461194329,0)
	(-13.02138057,0)	(-1.977697105,0)	(-2.764673404,0)	(-9.889078251,0)	(2.516516539,0)
	(-7.59801087,0)	(-5.872677364,0)	(-4.068458835,0)	(-6.67777934,0)	(4.848385466,0)
	(-15.88074798,0)	(-2.508850113,0)	(-5.205516892,0)	(-5.295811928,0)	(-3.268500536,0)
	(-13.61746279,0)	(-4.28531303,0)	(-6.701497926,0)	(-11.89986472,0)	(-9.560199713,0)
	(-20.1952493,0)	(-16.99326303,0)	(-8.641263381,0)	(-10.42412055,0)	(-5.015504286,0)
	(-2.242435125,0)	(-11.45749387,0)	(-4.903138406,0)	(-8.396198386,0)	(-13.32266357,0)
	(8.383564854,0)	(-7.908799226,0)	(-3.482804239,0)	(-12.01842684,0)	(-8.900253166,0)
	(-16.99901239,0)	(-15.18311208,0)	(-13.8049027,0)	(3.504349375,0)	(5.836275996,0)
	(-13.80720185,0)	(-10.75186038,0)	
