10969	10969	1.6202942156066692e+03	1.4970672514136256e+01
10969	10968	8.5727164143653386e+02	3.1765904709729109e-01
10969	11074	-8.6157940571802226e+02	3.9901052343910490e+00
10968	10969	8.5727164143653386e+02	3.1765904709729104e-01
10968	10968	1.6646102047355325e+03	7.6888934133270581e+00
10968	11074	-8.5781279406385954e+02	2.2349358022830534e-01
11074	10969	-8.6157940571802226e+02	3.9901052343910490e+00
11074	10968	-8.5781279406385954e+02	2.2349358022830537e-01
11074	11074	1.6992419502228545e+03	1.5936581363998631e+01
10873	10873	1.6158714407240827e+03	1.5515007754373878e+01
10873	10872	8.2095055397877218e+02	-4.2739031655442759e+00
10873	10970	-8.1646151640113749e+02	-2.1513441209035936e-01
10872	10873	8.2095055397877218e+02	-4.2739031655442759e+00
10872	10872	8.0847983828920530e+02	8.1968125240226524e+00
10872	10970	-8.1660872111574008e+02	-6.7929697487757679e-02
10970	10873	-8.1646151640113749e+02	-2.1513441209035924e-01
10970	10872	-8.1660872111574008e+02	-6.7929697487757568e-02
10970	10970	1.5191414573058603e+03	7.7259258389717260e+00
11179	11179	1.7551042994187076e+03	7.7179775577402028e+00
11179	11180	-9.0470679304966745e+02	-5.2625282355858483e-01
11179	11284	-9.0566513353213043e+02	4.3208765890454154e-01
11180	11179	-9.0470679304966745e+02	-5.2625282355858483e-01
11180	11180	1.6324509154501059e+03	1.5011841841215535e+01
11180	11284	9.0924341406166332e+02	-4.0103681884374307e+00
11284	11179	-9.0566513353213043e+02	4.3208765890454165e-01
11284	11180	9.0924341406166332e+02	-4.0103681884374307e+00
11284	11284	1.7940311972333129e+03	1.6434822188347173e+01
11371	11371	1.8559430552946665e+03	7.7719666374301291e+00
11371	11471	-9.5913619234417024e+02	6.5414396050768475e-01
11371	11370	9.5773373902615924e+02	7.4830935750317085e-01
11471	11371	-9.5913619234417024e+02	6.5414396050768475e-01
11471	11471	1.8999502590179595e+03	1.7013837749365067e+01
11471	11370	-9.6252614258699418e+02	4.0440942033317864e+00
11370	11371	9.5773373902615924e+02	7.4830935750317085e-01
11370	11471	-9.6252614258699418e+02	4.0440942033317864e+00
11370	11370	1.6532833629839251e+03	1.5072875091957648e+01
11558	11558	1.9690137734740672e+03	7.8554042677832552e+00
11558	11559	-1.0174007780285726e+03	-9.8635132961531613e-01
11558	11651	-1.0192793156165596e+03	8.9218625837175802e-01
11559	11558	-1.0174007780285726e+03	-9.8635132961531613e-01
11559	11559	2.3675105765715034e+03	1.1319928447932394e+01
11559	11651	1.0224809349621218e+03	-4.0938056039340296e+00
11651	11558	-1.0192793156165596e+03	8.9218625837175791e-01
11651	11559	1.0224809349621218e+03	-4.0938056039340296e+00
11651	11651	2.0190854916418693e+03	1.7688769122182670e+01
11199	11199	1.9848341068484212e+03	1.2312662418353508e+01
11199	11198	1.2572976633195499e+03	-7.5557928961086551e-01
11199	11301	-1.2567315338115195e+03	1.8944978158050876e-01
11198	11199	1.2572976633195499e+03	-7.5557928961086562e-01
11198	11198	2.4966664931094792e+03	1.6417857043824007e+01
11198	11301	-1.2590874720895504e+03	2.5453880596111724e+00
11301	11199	-1.2567315338115195e+03	1.8944978158050871e-01
11301	11198	-1.2590874720895504e+03	2.5453880596111720e+00
11301	11301	2.4496046391777181e+03	1.2490515706651911e+01
11198	11097	-1.2563528156039806e+03	-1.8945051938327215e-01
11198	11201	1.2619227425367278e+03	-5.3804764133643230e+00
11097	11198	-1.2563528156039806e+03	-1.8945051938327198e-01
11097	11097	1.8767514114050091e+03	9.5823164693301379e+00
11097	11201	-1.2557866868992007e+03	-7.5557922416265533e-01
11201	11198	1.2619227425367278e+03	-5.3804764133643230e+00
11201	11097	-1.2557866868992007e+03	-7.5557922416265555e-01
11201	11201	2.3676860344175966e+03	1.5447067374140662e+01
11303	11303	2.1649832640463223e+03	1.1806004318762648e+01
11303	11201	-1.1286045538568699e+03	2.0137181884958752e+00
